countryCode,userRatingCount,primaryGenreName,hasPrivacyLink,hasTermsOfServiceLink,isCorporateEmailScore,appAge,averageUserRating,coppaRisk,minDownloads,maxDownloads,deviceType_GLOBAL,deviceType_connected-tv/ott,deviceType_smartphone,deviceType_tablet,deviceType_undetermined,hasTermsOfServiceLinkRating_high,hasTermsOfServiceLinkRating_low,appDescriptionBrandSafetyRating_high,appDescriptionBrandSafetyRating_low,appDescriptionBrandSafetyRating_medium,mfaRating_all_False_coppaRisk,mfaRating_low,mfaRating_medium,meanDownloads,ratingWeighted,isHighCorporateAndPrivacy
29,23.0,3,1,0,0.0,74.33333333333333,3.0,True,10000.0,50000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.477135730961123,4.140633725134817,0
29,48.0,6,1,0,59.4,128.76666666666668,4.0,False,3300.0,7200.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.720242018287057,6.7607843201140545,0
29,31.0,6,1,0,0.0,8.966666666666665,3.0,False,50000.0,100000.0,0,0,0,1,0,1,0,0,1,0,0,1,0,4.8750670539461884,4.515449934959718,0
29,7.0,6,1,0,0.0,75.2,5.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,4.515449934959718,0
29,164.0,17,1,0,0.0,69.66666666666667,3.0,False,10000.0,50000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.477135730961123,6.652451832641718,0
29,0.0,7,1,0,79.2,57.2,0.0,False,54.0,240.0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.1702617153949575,0.0,0
29,112.0,4,1,0,0.0,60.36666666666667,4.0,False,10000.0,50000.0,1,0,0,0,0,1,0,1,0,0,0,1,0,4.477135730961123,8.21231377393368,0
29,0.0,20,1,0,0.0,80.1,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,0.0,0
29,0.0,20,1,0,99.0,91.2333333333333,5.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,1
29,2.0,20,1,0,79.2,135.6,1.0,False,42.2,151.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.9894498176666917,0.47712125471966244,0
29,0.0,6,1,0,0.0,25.8,0.0,True,5.0,10.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.9294189257142927,0.0,0
88,21.0,7,1,0,0.0,3.633333333333333,3.0,False,10000.0,50000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.477135730961123,4.027268042466618,0
29,111.0,4,1,0,99.0,60.03333333333333,3.0,True,10000.0,50000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.477135730961123,6.147654068010544,1
67,662.0,6,1,1,99.0,60.633333333333326,3.0,False,100000.0,500000.0,0,0,0,1,0,0,1,0,1,0,0,1,0,5.477122702365523,8.46454058521432,1
29,147.0,3,1,0,0.0,41.96666666666666,4.0,False,18000.0,60000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.591075742639682,8.68104686157983,0
29,0.0,14,1,0,0.0,54.5,1.8,False,50.0,100.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.8808135922807914,0.0,0
29,30.0,17,1,0,0.0,83.66666666666667,4.0,False,5000.0,10000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.8751191654625683,5.965446775337091,0
29,9.0,6,1,0,0.0,12.533333333333331,4.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,4.0,0
29,0.0,6,1,0,19.8,57.23333333333333,0.0,False,28.0,140.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.9294189257142929,0.0,0
29,0.0,6,1,0,0.0,27.4,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,0.0,0
29,0.0,3,1,0,0.0,120.76666666666668,0.0,False,252.0,1230.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.870403905279027,0.0,0
29,0.0,20,1,0,0.0,89.63333333333334,5.0,False,5.0,10.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.9294189257142927,0.0,0
29,0.0,14,1,0,0.0,19.566666666666663,1.6,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,0
22,2653.0,6,1,0,0.0,5.9,4.0,False,100000.0,500000.0,0,0,1,0,0,1,0,0,1,0,0,1,0,5.477122702365523,13.695603674113666,0
29,56.0,3,1,1,59.4,95.06666666666666,4.0,False,5400.0,24000.0,1,0,0,0,0,0,1,0,1,0,0,1,0,4.1673468775856355,7.023499422689966,0
29,11.0,20,1,0,0.0,18.366666666666667,1.0,False,10000.0,50000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.477135730961123,1.0791812460476249,0
29,14.0,6,1,0,0.0,133.23333333333332,4.0,False,1000.0,5000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.477265995424853,4.704365036222725,0
29,31.0,6,0,0,59.4,136.4,4.0,True,21400.0,103400.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.795191549474123,6.020599913279624,0
29,0.0,20,1,0,0.0,53.23333333333333,1.0,False,50.0,100.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.8808135922807914,0.0,0
29,138.0,4,1,0,0.0,99.43333333333332,4.0,False,10000.0,50000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.477135730961123,8.57205920101638,0
29,20.0,3,1,0,99.0,17.633333333333333,5.0,True,100.0,500.0,1,0,0,0,0,1,0,0,1,0,0,1,0,2.478566495593843,6.611096473669597,1
29,0.0,3,1,0,0.0,41.4,0.0,False,34.0,140.2,1,0,0,0,0,1,0,0,1,0,0,1,0,1.944975908412048,0.0,0
29,0.0,4,1,0,99.0,74.36666666666666,1.0,False,50.0,100.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.8808135922807914,0.0,1
29,7.0,20,1,0,0.0,25.3,5.0,False,50.0,100.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.8808135922807914,4.515449934959718,0
29,10.0,7,1,1,99.0,109.33333333333331,2.0,False,500.0,1000.0,1,0,0,0,0,0,1,0,1,0,0,1,0,2.8756399370041685,2.08278537031645,1
29,0.0,20,1,0,0.0,67.5,2.0,False,10.0,50.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.4913616938342726,0.0,0
29,7.0,20,1,0,0.0,58.333333333333336,4.0,False,1000.0,5000.0,1,0,0,0,0,1,0,0,1,0,0,1,0,3.477265995424853,3.612359947967774,0
29,94.0,6,1,0,0.0,38.23333333333333,2.0,False,10000.0,50000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.477135730961123,3.9554472105776957,0
29,24.0,20,0,0,0.0,44.633333333333326,4.0,False,500.0,1000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.8756399370041685,5.591760034688151,0
29,0.0,6,1,0,99.0,15.3,0.0,False,500.0,1000.0,1,0,0,0,0,1,0,0,1,0,0,1,0,2.8756399370041685,0.0,1
88,7015.0,6,1,1,99.0,59.833333333333336,4.0,False,1000000.0,5000000.0,1,0,0,0,0,0,1,0,1,0,0,1,0,6.477121399484465,15.384358321431936,1
29,6.0,20,1,1,99.0,39.6,4.0,False,1000.0,5000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,3.477265995424853,3.3803921600570273,1
29,0.0,20,1,0,0.0,43.7,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,0.0,0
29,931.0,6,1,0,0.0,46.53333333333333,4.0,False,250000.0,620000.0,1,0,0,0,0,1,0,0,1,0,0,1,0,5.638490255331609,11.877663649415926,0
29,0.0,20,1,0,0.0,20.366666666666667,0.0,False,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.6020599913279624,0.0,0
67,9.0,4,1,1,59.4,99.53333333333332,4.0,False,701.0,3202.0,0,0,1,0,0,0,1,0,1,0,0,1,0,3.290591042549338,4.0,0
29,17.0,3,1,1,99.0,83.86666666666666,4.0,False,720.0,3300.0,1,0,0,0,0,0,1,0,0,1,0,1,0,3.303412070596742,5.021090020413224,1
29,231.0,20,1,0,99.0,68.5,2.0,False,10000.0,50000.0,1,0,0,0,0,1,0,0,1,0,0,1,0,4.477135730961123,4.7309759697818,1
29,0.0,20,0,0,99.0,62.86666666666667,0.0,False,10.0,50.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1.4913616938342726,0.0,0
29,0.0,19,1,0,39.6,86.66666666666667,0.0,False,53.0,232.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.156851901070011,0.0,0
90,0.0,6,1,0,0.0,7.233333333333332,0.0,False,216000.0,1050000.0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.801404396106042,0.0,0
29,0.0,20,1,0,79.2,30.666666666666668,0.0,False,213.2,1033.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.7952541825808828,0.0,0
29,0.0,6,1,0,0.0,53.03333333333333,0.0,False,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.6020599913279624,0.0,0
29,2283.0,7,1,0,39.6,29.766666666666666,3.0,False,610000.0,2420000.0,1,0,0,0,0,0,0,1,0,0,0,1,0,6.180412919501253,10.076088298721432,0
29,0.0,5,1,0,0.0,16.5,0.0,False,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.6020599913279624,0.0,0
29,0.0,20,1,0,0.0,71.5,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,0.0,0
29,0.0,20,1,0,59.4,4.1,0.0,False,45.0,222.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.128722284338427,0.0,0
29,6.0,20,1,0,0.0,50.5,5.0,False,540.0,2400.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.16761267272753,4.225490200071284,0
29,0.0,6,1,0,99.0,35.333333333333336,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,0.0,1
29,0.0,20,1,0,99.0,46.86666666666667,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,0.0,1
3,1510.0,6,1,0,0.0,18.4,3.0,True,100000.0,500000.0,0,0,1,0,0,1,0,0,1,0,0,1,0,5.477122702365523,9.537793393017076,0
29,0.0,20,1,0,99.0,121.36666666666666,3.0,False,100.0,500.0,1,0,0,0,0,1,0,0,1,0,0,1,0,2.478566495593843,0.0,1
29,0.0,20,1,1,79.2,78.26666666666665,0.0,False,306.0,1230.0,1,0,0,0,0,0,1,0,1,0,0,1,0,2.885926339801431,0.0,0
23,1016.0,4,1,0,39.6,53.766666666666666,4.0,False,180000.0,600000.0,0,0,1,0,0,1,0,0,0,1,0,1,0,5.591065720600666,12.029283811690979,0
29,0.0,14,1,0,99.0,56.73333333333333,0.2,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,1
29,1122.0,6,1,1,99.0,25.966666666666665,4.0,False,50000.0,100000.0,1,0,0,0,0,0,1,0,1,0,0,1,0,4.8750670539461884,12.201519025045831,1
29,0.0,6,1,0,0.0,52.833333333333336,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,0.0,0
90,448.0,6,1,0,59.4,45.0,2.0,False,62000.0,250000.0,1,0,0,0,0,1,0,0,0,1,0,1,0,5.193127382284525,5.3044926820066465,0
29,223.0,20,1,0,99.0,30.2,4.0,False,1000.0,5000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.477265995424853,9.400992073336651,1
19,0.0,20,1,1,99.0,58.23333333333333,2.0,False,1000.0,5000.0,0,1,0,0,0,0,1,0,1,0,0,1,0,3.477265995424853,0.0,1
29,0.0,20,1,0,99.0,52.86666666666667,0.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,1
29,0.0,3,1,0,0.0,47.1,0.0,True,32.4,132.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.920123326290724,0.0,0
29,12.0,12,1,0,0.0,53.43333333333333,5.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,5.569716761534184,0
29,0.0,6,1,0,99.0,21.1,0.0,False,314.0,1240.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.890979596989689,0.0,1
46,6135.0,20,1,0,0.0,72.93333333333332,4.0,False,1000000.0,5000000.0,1,0,0,0,0,1,0,0,1,0,0,1,0,6.477121399484465,15.151541403763698,0
29,0.0,6,1,0,0.0,29.866666666666667,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2.478566495593843,0.0,0
29,14166.0,6,1,1,99.0,41.2,4.0,False,100000.0,500000.0,0,0,0,1,0,0,1,0,1,0,0,1,0,5.477122702365523,16.60511157561649,1
29,13.0,20,1,0,99.0,75.4,3.0,False,530.0,2320.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.154119525515847,3.4383841070347136,1
46,26.0,17,1,0,0.0,3.4333333333333327,4.0,False,10000.0,50000.0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.477135730961123,5.7254550566359494,0
34,933.0,6,1,0,0.0,14.8,4.0,True,100000.0,500000.0,0,0,1,0,0,1,0,0,1,0,0,1,0,5.477122702365523,11.881387504920374,0
29,0.0,5,1,1,99.0,8.566666666666666,0.0,False,10.0,50.0,1,0,0,0,0,0,1,0,1,0,0,1,0,1.4913616938342726,0.0,1
29,1.0,19,1,0,79.2,52.86666666666667,5.0,False,54.0,240.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.1702617153949575,1.505149978319906,0
29,1077.0,7,1,0,0.0,29.2,4.0,False,50000.0,100000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.8750670539461884,12.13047504340288,0
29,1.0,13,1,0,59.4,69.66666666666667,1.0,False,141.2,403.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.4363217001397333,0.3010299956639812,0
29,0.0,20,1,0,99.0,27.9,0.0,False,14.2,41.2,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4578818967339924,0.0,1
29,0.0,6,1,0,99.0,58.133333333333326,0.0,False,50.0,100.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.8808135922807914,0.0,1
29,0.0,4,1,0,0.0,66.36666666666666,1.0,False,1.0,5.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.6020599913279624,0.0,0
29,0.0,17,1,1,0.0,16.4,0.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,0
29,2.0,15,1,0,99.0,59.7,1.0,False,152.0,430.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.4653828514484184,0.47712125471966244,1
23,36520.0,6,1,0,0.0,61.3,4.0,True,1000000.0,5000000.0,1,0,0,0,0,1,0,0,1,0,0,1,0,6.477121399484465,18.25017064264905,0
29,0.0,7,1,0,0.0,71.46666666666667,0.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,0
29,0.0,3,1,0,0.0,33.4,0.0,True,5.0,10.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.9294189257142927,0.0,0
29,90.0,20,1,0,99.0,102.33333333333331,4.0,False,10000.0,50000.0,1,0,0,0,0,1,0,0,1,0,0,1,0,4.477135730961123,7.836165569284375,1
29,0.0,20,1,0,99.0,66.5,0.0,False,44.0,160.0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.012837224705172,0.0,1
29,0.0,17,1,0,99.0,52.2,1.2,False,50.0,100.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.8808135922807914,0.0,1
29,69.0,20,1,0,99.0,38.9,4.0,False,1000.0,5000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.477265995424853,7.380392160057028,1
29,20.0,6,1,0,0.0,110.43333333333334,3.0,True,1000.0,5000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.477265995424853,3.9666578842017577,0
29,10.0,11,0,0,0.0,148.26666666666668,3.0,False,500.0,1000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.8756399370041685,3.1241780554746748,0
29,0.0,5,1,0,99.0,36.266666666666666,0.0,False,143.0,412.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.4448251995097476,0.0,1
29,0.0,2,1,0,99.0,80.53333333333333,5.0,False,10.0,50.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1.4913616938342726,0.0,1
29,0.0,3,1,0,99.0,59.93333333333333,3.0,True,10000.0,50000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.477135730961123,0.0,1
29,0.0,12,1,0,99.0,46.766666666666666,0.0,False,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.17609125905568124,0.0,1
29,0.0,12,1,0,99.0,41.9,0.0,False,5.0,10.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.9294189257142927,0.0,1
29,0.0,0,1,0,0.0,41.03333333333333,0.0,False,50.0,100.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.8808135922807914,0.0,0
29,98.0,20,1,0,0.0,73.16666666666667,4.0,False,10000.0,50000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,4.477135730961123,7.9825407783902,0
86,125230.0,6,1,1,99.0,55.86666666666667,3.0,False,10000000.0,50000000.0,1,0,0,0,0,0,1,1,0,0,0,1,0,7.477121269196145,15.293135545627695,1
29,2129.0,20,1,1,99.0,78.4,4.0,False,522000.0,2310000.0,1,0,0,0,0,0,1,0,1,0,0,1,0,6.151063560058785,13.31351841375495,1
29,7.0,4,1,0,0.0,28.0,5.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,4.515449934959718,0
29,0.0,12,1,1,99.0,78.13333333333334,0.0,False,232.0,1070.0,1,0,0,0,0,0,1,0,1,0,0,1,0,2.81424759573192,0.0,1
29,0.0,20,1,1,0.0,39.53333333333333,0.0,False,500.0,1000.0,1,0,0,0,0,0,1,0,0,1,0,1,0,2.8756399370041685,0.0,0
29,0.0,2,1,0,0.0,48.56666666666667,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,0.0,0
29,4.0,19,1,0,99.0,37.766666666666666,4.0,False,440.0,1600.0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0090257420869104,2.7958800173440754,1
29,0.0,12,1,0,99.0,17.433333333333334,0.0,False,1.0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.6020599913279624,0.0,1
29,8.0,17,1,0,0.0,42.833333333333336,4.0,False,500.0,1000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.8756399370041685,3.8169700377572995,0
29,0.0,2,1,0,0.0,13.9,0.0,False,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.17609125905568124,0.0,0
29,0.0,20,1,0,0.0,72.6,0.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,0
29,1289.0,6,1,0,0.0,70.2,3.0,False,500000.0,1000000.0,0,0,1,0,0,0,0,0,0,1,0,1,0,5.875061842450624,9.331769130897747,0
29,130.0,4,1,0,0.0,65.93333333333334,4.0,False,5000.0,10000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.8751191654625683,8.469085182623058,0
29,23.0,20,1,0,0.0,123.06666666666666,4.0,False,500.0,1000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.8756399370041685,5.520844966846424,0
29,0.0,20,1,0,99.0,24.23333333333333,0.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,1
29,0.0,3,1,0,0.0,33.333333333333336,0.0,False,5.0,10.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.9294189257142927,0.0,0
34,24256.0,6,1,0,99.0,3.6666666666666665,4.0,False,1000000.0,5000000.0,1,0,0,0,0,1,0,0,0,1,0,1,0,6.477121399484465,17.539348352814738,1
29,0.0,20,1,0,0.0,79.46666666666667,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2.478566495593843,0.0,0
29,11883.0,3,1,0,0.0,67.6,4.0,False,1000000.0,5000000.0,0,0,0,1,0,1,0,0,1,0,0,1,0,6.477121399484465,16.299850572526505,0
29,0.0,6,1,0,0.0,21.73333333333333,0.0,True,5.0,10.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.9294189257142927,0.0,0
29,6.0,20,1,0,0.0,22.066666666666663,5.0,False,10.0,50.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.4913616938342726,4.225490200071284,0
29,0.0,4,1,0,99.0,74.96666666666667,0.0,False,133.0,332.0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.368286884902131,0.0,1
59,102037.0,4,1,0,99.0,104.4,4.0,True,8200000.0,41000000.0,0,0,1,0,0,1,0,1,0,0,0,1,0,7.390935124757626,20.03504775045755,1
10,83.0,6,1,1,99.0,1.8333333333333333,3.0,False,500000.0,1000000.0,1,0,0,0,0,0,1,0,1,0,0,1,0,5.875061842450624,5.772837858185644,1
29,1.0,19,1,0,39.6,26.7,5.0,False,43.2,213.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.1109262422664203,1.505149978319906,0
41,281.0,6,1,0,99.0,9.23333333333333,4.0,False,100000.0,500000.0,0,0,1,0,0,1,0,0,0,1,0,1,0,5.477122702365523,9.800996433277444,1
29,0.0,17,1,0,0.0,84.96666666666667,0.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,0
29,25.0,20,1,0,99.0,26.666666666666668,3.0,False,10000.0,50000.0,1,0,0,0,0,0,0,0,0,1,0,1,0,4.477135730961123,4.244920043912454,1
29,0.0,20,1,0,0.0,78.6,0.0,False,5.0,10.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.9294189257142927,0.0,0
29,0.0,17,1,0,0.0,32.4,0.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,0
29,0.0,7,1,1,99.0,65.4,0.0,False,100.0,500.0,1,0,0,0,0,0,1,0,1,0,0,1,0,2.478566495593843,0.0,1
29,95.0,17,1,1,99.0,152.76666666666668,4.0,False,10000.0,50000.0,1,0,0,0,0,0,1,0,1,0,0,1,0,4.477135730961123,7.929084932158274,1
29,0.0,16,1,0,19.8,64.5,0.0,False,242.2,1211.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2.861892690391446,0.0,0
29,0.0,14,1,0,0.0,79.36666666666666,0.0,False,10.0,50.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1.4913616938342726,0.0,0
29,0.0,20,1,0,0.0,55.46666666666666,1.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,0
29,0.0,6,1,0,39.6,57.1,0.0,False,10.0,50.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4913616938342726,0.0,0
29,1843.0,17,1,1,0.0,8.0,4.0,False,100000.0,500000.0,0,1,0,0,0,0,1,0,0,1,0,1,0,5.477122702365523,13.063043666870442,0
38,5046.0,6,1,0,0.0,70.9,3.0,True,500000.0,1000000.0,1,0,0,0,0,1,0,0,1,0,0,1,0,5.875061842450624,11.109099914201057,0
29,0.0,4,1,0,99.0,53.4,0.2,False,5.0,10.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.9294189257142927,0.0,1
29,0.0,6,1,0,0.0,57.8,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,0.0,0
29,2.0,20,1,0,99.0,77.56666666666666,5.0,False,72.0,330.0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.305351369446624,2.385606273598312,1
88,32209.0,6,1,0,0.0,70.53333333333333,4.0,False,1000000.0,5000000.0,1,0,0,0,0,0,0,1,0,0,0,1,0,6.477121399484465,18.031962899278767,0
29,437.0,20,1,0,0.0,34.2,4.0,False,10000.0,50000.0,0,0,0,1,0,1,0,0,1,0,0,1,0,4.477135730961123,10.565896442016397,0
29,0.0,7,1,0,99.0,96.3,0.0,False,10.0,50.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1.4913616938342726,0.0,1
29,0.0,7,1,0,99.0,92.76666666666664,0.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,0.0,1
29,0.0,20,1,0,0.0,74.46666666666667,5.0,False,100.0,500.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.478566495593843,0.0,0
29,0.0,20,1,0,99.0,105.26666666666668,0.0,False,10.0,50.0,1,0,0,0,0,1,0,0,1,0,0,1,0,1.4913616938342726,0.0,1
29,11.0,20,0,0,0.0,169.23333333333332,3.0,False,1000.0,5000.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.477265995424853,3.2375437381428744,0
54,928.0,6,1,1,0.0,13.9,4.0,False,500000.0,1000000.0,0,0,1,0,0,0,1,0,0,1,0,1,0,5.875061842450624,11.872062855974567,0
29,6.0,17,1,0,0.0,94.4,5.0,False,50.0,100.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.8808135922807914,4.225490200071284,0
