countryCode,userRatingCount,primaryGenreName,hasPrivacyLink,hasTermsOfServiceLink,isCorporateEmailScore,appAge,averageUserRating,coppaRisk,minDownloads,maxDownloads,meanDownloads,deviceType_GLOBAL,deviceType_connected-tv/ott,deviceType_smartphone,deviceType_tablet,deviceType_undetermined,deviceType_nan,mfaRating_high,mfaRating_low,mfaRating_medium,mfaRating_nan,hasTermsOfServiceLinkRating_high,hasTermsOfServiceLinkRating_low,hasTermsOfServiceLinkRating_nan,appDescriptionBrandSafetyRating_high,appDescriptionBrandSafetyRating_low,appDescriptionBrandSafetyRating_medium,appDescriptionBrandSafetyRating_nan,ratingWeighted,isHighCorporateAndPrivacy
40,48.0,15,1.0,0.4,59.4,128.76666666666668,4.0,False,5200.0,17000.0,3.915951844554736,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,6.7607843201140545,0
40,31.0,15,1.0,0.0,0.0,8.966666666666665,3.0,False,50000.0,100000.0,4.8750670539461884,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,4.515449934959718,0
40,7.0,15,1.0,0.4,0.0,75.2,5.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,4.515449934959718,0
40,164.0,40,1.0,0.2,0.0,69.66666666666667,3.0,False,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,6.652451832641718,0
40,0.0,20,1.0,0.4,39.6,57.2,0.0,False,140.2,341.0,1.9435787216975116,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,0.0,0
40,112.0,11,1.0,0.0,0.0,60.36666666666667,4.0,False,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,8.21231377393368,0
40,0.0,2,1.0,0.4,0.0,80.1,0.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,0.0,5,1.0,0.6,99.0,91.2333333333333,5.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,2.0,17,1.0,0.2,99.0,135.6,1.0,False,114.2,241.0,1.6682473816562937,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.47712125471966244,1
40,0.0,15,1.0,0.6,0.0,25.8,0.0,True,5.0,10.0,0.9294189257142927,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
42,21.0,20,1.0,0.0,0.0,3.633333333333333,3.0,False,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,4.027268042466618,0
40,111.0,11,1.0,0.4,99.0,60.03333333333333,3.0,True,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,6.147654068010544,1
94,662.0,15,1.0,1.0,99.0,60.633333333333326,3.0,False,100000.0,500000.0,5.477122702365523,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,8.46454058521432,1
40,147.0,10,1.0,0.0,0.0,41.96666666666666,4.0,False,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,8.68104686157983,0
40,0.0,36,0.8,0.0,0.0,54.5,1.0,False,50.0,100.0,1.8808135922807914,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,30.0,40,1.0,0.4,0.0,83.66666666666667,4.0,False,5000.0,10000.0,3.8751191654625683,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,5.965446775337091,0
40,9.0,15,1.0,0.2,0.0,12.533333333333331,4.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,4.0,0
40,0.0,15,1.0,0.2,19.8,57.23333333333333,0.0,False,54.0,240.0,1.9641339942274048,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,0.0,15,1.0,0.2,0.0,27.4,0.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,0.0,10,1.0,0.2,0.0,120.76666666666668,0.0,False,34.2,141.0,1.5888326933742285,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,0.0,12,1.0,0.4,0.0,89.63333333333334,5.0,False,5.0,10.0,0.9294189257142927,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.0,0
40,0.0,36,1.0,0.6,0.0,19.566666666666663,1.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
34,2653.0,15,1.0,0.0,0.0,5.9,4.0,False,100000.0,500000.0,5.477122702365523,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,13.695603674113666,0
40,56.0,10,1.0,1.0,39.6,95.06666666666666,4.0,False,7200.0,33000.0,4.156758470754158,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,7.023499422689966,0
40,11.0,30,1.0,0.6,0.0,18.366666666666667,1.0,False,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1.0791812460476249,0
40,14.0,15,1.0,0.0,0.0,133.23333333333332,4.0,False,1000.0,5000.0,3.477265995424853,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,4.704365036222725,0
40,31.0,15,1.0,0.4,79.2,136.4,4.0,True,1700.0,5200.0,3.436511417748259,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,6.020599913279624,0
40,0.0,28,0.8,0.0,0.0,53.23333333333333,1.0,False,50.0,100.0,1.8808135922807914,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,138.0,11,1.0,0.0,0.0,99.43333333333332,4.0,False,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,8.57205920101638,0
40,20.0,10,1.0,0.0,99.0,17.633333333333333,5.0,True,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,6.611096473669597,1
40,0.0,10,1.0,0.0,0.0,41.4,0.0,False,72.0,330.0,2.1615749545793186,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,0
40,0.0,11,1.0,0.2,99.0,74.36666666666666,0.0,False,50.0,100.0,1.8808135922807914,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,7.0,30,1.0,0.4,0.0,25.3,5.0,False,50.0,100.0,1.8808135922807914,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,4.515449934959718,0
40,10.0,20,1.0,1.0,99.0,109.33333333333331,2.0,False,500.0,1000.0,2.8756399370041685,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,2.08278537031645,1
40,0.0,35,1.0,0.4,0.0,67.5,2.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.0,0
40,7.0,28,1.0,0.0,0.0,58.333333333333336,4.0,False,1000.0,5000.0,3.477265995424853,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,3.612359947967774,0
40,94.0,15,1.0,0.4,0.0,38.23333333333333,2.0,False,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,3.9554472105776957,0
40,24.0,25,0.8,0.0,0.0,44.633333333333326,4.0,False,500.0,1000.0,2.8756399370041685,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,5.591760034688151,0
40,0.0,15,1.0,0.0,99.0,15.3,0.0,False,500.0,1000.0,2.8756399370041685,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,1
47,7015.0,15,1.0,1.0,99.0,59.833333333333336,4.0,False,1000000.0,5000000.0,6.477121399484465,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,15.384358321431936,1
40,6.0,17,1.0,1.0,99.0,39.6,4.0,False,1000.0,5000.0,3.477265995424853,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,3.3803921600570273,1
40,0.0,30,1.0,0.2,0.0,43.7,0.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,931.0,15,1.0,0.0,0.0,46.53333333333333,4.0,False,250000.0,620000.0,5.515887228715696,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,11.877663649415926,0
40,0.0,35,1.0,0.6,0.0,20.366666666666667,0.0,False,1.0,5.0,0.6020599913279624,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
94,9.0,11,1.0,1.0,39.6,99.53333333333332,4.0,False,450.0,2220.0,2.7584957148636366,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,4.0,0
40,17.0,10,1.0,1.0,99.0,83.86666666666666,4.0,False,720.0,3300.0,3.1572008837745136,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,5.021090020413224,1
40,231.0,5,1.0,0.0,99.0,68.5,2.0,False,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,4.7309759697818,1
40,0.0,28,0.0,0.0,99.0,62.86666666666667,0.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,0
40,0.0,43,0.8,0.2,39.6,86.66666666666667,0.0,False,144.0,420.0,2.16309926317208,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
119,0.0,15,1.0,0.2,0.0,7.233333333333332,0.0,False,62.0,250.0,2.0420243739167083,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,0.0,0
40,0.0,35,1.0,0.2,59.4,30.666666666666668,0.0,False,142.0,350.0,2.1214390621987733,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,0.0,15,0.8,0.0,0.0,53.03333333333333,0.0,False,1.0,5.0,0.6020599913279624,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,2283.0,20,1.0,0.4,39.6,29.766666666666666,3.0,False,620000.0,2500000.0,6.036297837247139,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,10.076088298721432,0
40,0.0,14,1.0,0.4,0.0,16.5,0.0,False,1.0,5.0,0.6020599913279624,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,0.0,22,1.0,0.4,0.0,71.5,0.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,0.0,17,1.0,0.2,39.6,4.1,0.0,False,124.2,321.0,1.7877979623189042,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,6.0,5,1.0,0.0,0.0,50.5,5.0,False,403.0,1412.0,2.329865297796351,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,4.225490200071284,0
40,0.0,15,1.0,0.0,99.0,35.333333333333336,1.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,0.0,7,1.0,0.6,99.0,46.86666666666667,0.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
3,1510.0,15,1.0,0.0,0.0,18.4,3.0,True,100000.0,500000.0,5.477122702365523,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,9.537793393017076,0
40,0.0,42,1.0,0.0,99.0,121.36666666666666,3.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,1
40,0.0,5,1.0,1.0,39.6,78.26666666666665,0.0,False,62.0,250.0,2.0420243739167083,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.0,0
35,1016.0,11,1.0,0.0,39.6,53.766666666666666,4.0,False,180000.0,600000.0,5.556710530382544,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,12.029283811690979,0
40,0.0,36,1.0,0.2,99.0,56.73333333333333,1.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,1122.0,15,1.0,1.0,99.0,25.966666666666665,4.0,False,50000.0,100000.0,4.8750670539461884,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,12.201519025045831,1
40,0.0,15,0.6,0.0,0.0,52.833333333333336,1.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
119,448.0,15,1.0,0.0,0.0,45.0,2.0,False,152000.0,430000.0,5.236302006417796,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,5.3044926820066465,0
40,223.0,17,1.0,0.6,99.0,30.2,4.0,False,1000.0,5000.0,3.477265995424853,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,9.400992073336651,1
26,0.0,28,1.0,1.0,99.0,58.23333333333333,0.0,False,1000.0,5000.0,3.477265995424853,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.0,1
40,0.0,35,1.0,0.4,99.0,52.86666666666667,1.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,0.0,10,1.0,0.2,0.0,47.1,0.0,True,62.0,250.0,2.0420243739167083,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,12.0,33,1.0,0.4,0.0,53.43333333333333,5.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,5.569716761534184,0
40,0.0,15,1.0,0.6,99.0,21.1,0.0,False,114.2,241.0,1.6682473816562937,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
65,6135.0,2,1.0,0.0,0.0,72.93333333333332,4.0,False,1000000.0,5000000.0,6.477121399484465,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,15.151541403763698,0
40,0.0,15,1.0,0.2,0.0,29.866666666666667,0.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.0,0
40,14166.0,15,1.0,1.0,99.0,41.2,4.0,False,100000.0,500000.0,5.477122702365523,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,16.60511157561649,1
40,13.0,35,1.0,0.0,99.0,75.4,3.0,False,530.0,2320.0,2.8379104031457016,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,3.4383841070347136,1
65,26.0,40,1.0,0.0,0.0,3.4333333333333327,4.0,False,10000.0,50000.0,4.477135730961123,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,5.7254550566359494,0
49,933.0,15,1.0,0.0,0.0,14.8,4.0,True,100000.0,500000.0,5.477122702365523,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,11.881387504920374,0
40,0.0,14,1.0,1.0,99.0,8.566666666666666,0.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.0,1
40,1.0,43,1.0,0.0,99.0,52.86666666666667,5.0,False,36.0,150.0,1.7666930338754905,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1.505149978319906,1
40,1077.0,20,1.0,0.0,0.0,29.2,4.0,False,50000.0,100000.0,4.8750670539461884,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,12.13047504340288,0
40,1.0,34,1.0,0.8,59.4,69.66666666666667,1.0,False,112.4,232.0,1.4903870411550315,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.3010299956639812,0
40,0.0,5,1.0,0.4,99.0,27.9,0.0,False,114.2,241.0,1.6682473816562937,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,0.0,15,1.0,0.2,99.0,58.133333333333326,0.0,False,50.0,100.0,1.8808135922807914,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,0.0,11,1.0,0.2,0.0,66.36666666666666,0.0,False,1.0,5.0,0.6020599913279624,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.0,0
40,0.0,40,1.0,0.8,0.0,16.4,0.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,2.0,38,1.0,0.4,99.0,59.7,1.0,False,233.0,1132.0,2.0514853405696103,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.47712125471966244,1
35,36520.0,15,1.0,0.0,0.0,61.3,4.0,True,1000000.0,5000000.0,6.477121399484465,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,18.25017064264905,0
40,0.0,20,1.0,0.6,0.0,71.46666666666667,0.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,0.0,10,1.0,0.4,0.0,33.4,0.0,True,5.0,10.0,0.9294189257142927,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,90.0,5,1.0,0.0,99.0,102.33333333333331,4.0,False,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,7.836165569284375,1
40,0.0,5,1.0,0.4,99.0,66.5,0.0,False,114.2,241.0,1.6682473816562937,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,0.0,1
40,0.0,40,1.0,0.2,99.0,52.2,0.0,False,50.0,100.0,1.8808135922807914,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,69.0,13,1.0,0.2,99.0,38.9,4.0,False,1000.0,5000.0,3.477265995424853,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,7.380392160057028,1
40,20.0,15,1.0,0.0,0.0,110.43333333333334,3.0,True,1000.0,5000.0,3.477265995424853,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,3.9666578842017577,0
40,10.0,32,0.8,0.2,0.0,148.26666666666668,3.0,False,500.0,1000.0,2.8756399370041685,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,3.1241780554746748,0
40,0.0,14,1.0,0.2,99.0,36.266666666666666,0.0,False,114.2,241.0,1.6682473816562937,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,0.0,4,1.0,0.0,99.0,80.53333333333333,5.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,1
40,0.0,10,1.0,0.2,99.0,59.93333333333333,3.0,True,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,0.0,33,0.8,0.4,99.0,46.766666666666666,0.0,False,0.0,1.0,0.17609125905568124,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,0.0,33,1.0,0.0,99.0,41.9,0.0,False,5.0,10.0,0.9294189257142927,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,1
40,0.0,0,1.0,0.4,0.0,41.03333333333333,0.0,False,50.0,100.0,1.8808135922807914,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,98.0,22,1.0,0.2,0.0,73.16666666666667,4.0,False,10000.0,50000.0,4.477135730961123,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,7.9825407783902,0
118,125230.0,15,1.0,1.0,99.0,55.86666666666667,3.0,False,10000000.0,50000000.0,7.477121269196145,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,15.293135545627695,1
40,2129.0,5,1.0,1.0,99.0,78.4,4.0,False,522000.0,2310000.0,5.75671261494924,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,13.31351841375495,1
40,7.0,11,1.0,0.4,0.0,28.0,5.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,4.515449934959718,0
40,0.0,33,1.0,1.0,99.0,78.13333333333334,0.0,False,116.0,250.0,1.8461077221575557,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.0,1
40,0.0,25,1.0,1.0,0.0,39.53333333333333,0.0,False,500.0,1000.0,2.8756399370041685,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.0,0
40,0.0,4,1.0,0.0,0.0,48.56666666666667,0.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,4.0,43,1.0,0.4,79.2,37.766666666666666,4.0,False,520.0,1700.0,2.9165504604062407,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,2.7958800173440754,0
40,0.0,33,1.0,0.6,99.0,17.433333333333334,0.0,False,1.0,5.0,0.6020599913279624,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,8.0,40,1.0,0.2,0.0,42.833333333333336,4.0,False,500.0,1000.0,2.8756399370041685,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,3.8169700377572995,0
40,0.0,4,1.0,0.2,0.0,13.9,0.0,False,0.0,1.0,0.17609125905568124,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,0.0,13,1.0,0.6,0.0,72.6,0.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
40,1289.0,15,1.0,0.2,0.0,70.2,3.0,False,500000.0,1000000.0,5.875061842450624,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,9.331769130897747,0
40,130.0,11,1.0,0.4,0.0,65.93333333333334,4.0,False,5000.0,10000.0,3.8751191654625683,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,8.469085182623058,0
40,23.0,6,0.8,0.2,0.0,123.06666666666666,4.0,False,500.0,1000.0,2.8756399370041685,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,5.520844966846424,0
40,0.0,5,1.0,0.4,99.0,24.23333333333333,1.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,1
40,0.0,10,1.0,0.4,0.0,33.333333333333336,0.0,False,5.0,10.0,0.9294189257142927,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
49,24256.0,15,1.0,0.0,99.0,3.6666666666666665,4.0,False,1000000.0,5000000.0,6.477121399484465,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,17.539348352814738,1
40,0.0,25,1.0,0.4,0.0,79.46666666666667,0.0,False,100.0,500.0,2.478566495593843,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.0,0
40,11883.0,10,1.0,0.0,0.0,67.6,4.0,False,1000000.0,5000000.0,6.477121399484465,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,16.299850572526505,0
40,0.0,15,1.0,0.0,0.0,21.73333333333333,0.0,True,5.0,10.0,0.9294189257142927,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.0,0
40,6.0,25,1.0,0.6,0.0,22.066666666666663,5.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,4.225490200071284,0
40,0.0,11,1.0,0.4,99.0,74.96666666666667,0.0,False,114.2,241.0,1.6682473816562937,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,0.0,1
83,102037.0,11,1.0,0.0,99.0,104.4,4.0,True,8200000.0,41000000.0,7.277121295253809,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,20.03504775045755,1
10,83.0,15,1.0,1.0,99.0,1.8333333333333333,3.0,False,500000.0,1000000.0,5.875061842450624,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,5.772837858185644,1
40,1.0,43,1.0,0.0,39.6,26.7,5.0,False,35.0,142.0,1.6543044802514946,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1.505149978319906,0
60,281.0,15,1.0,0.0,99.0,9.23333333333333,4.0,False,100000.0,500000.0,5.477122702365523,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,9.800996433277444,1
40,0.0,40,1.0,0.0,0.0,84.96666666666667,0.0,False,10.0,50.0,1.4913616938342726,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.0,0
