countryCode,primaryGenreName,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,appAge,averageUserRating,appDescriptionBrandSafetyRating,mfaRating,coppaRisk,minDownloads_log,maxDownloads_log,userRatingCount_log
29,3,0,1,0,0,99.0,17.633333333333333,5.0,1,1,True,4.61512051684126,6.2166061010848646,3.044522437723423
29,3,0,1,0,0,0.0,41.4,0.0,1,1,False,4.143134726391533,5.740435792304236,0.0
29,4,0,1,0,2,99.0,74.36666666666666,1.0,1,1,False,3.9318256327243257,4.61512051684126,0.0
29,20,0,1,0,2,0.0,25.3,5.0,1,1,False,3.9318256327243257,4.61512051684126,2.0794415416798357
29,7,0,1,1,1,99.0,109.33333333333331,2.0,1,1,False,6.2166061010848646,6.90875477931522,2.3978952727983707
29,20,0,1,0,2,0.0,67.5,3.0,2,1,False,2.3978952727983707,3.9318256327243257,0.0
29,20,0,1,0,0,0.0,58.333333333333336,4.0,1,1,False,6.90875477931522,8.517393171418904,2.0794415416798357
29,6,0,1,0,2,0.0,38.23333333333333,2.0,1,1,False,9.210440366976517,10.819798284210286,4.553876891600541
29,20,0,0,0,2,0.0,44.633333333333326,4.0,1,1,False,6.2166061010848646,6.90875477931522,3.2188758248682006
29,6,0,1,0,0,99.0,15.3,0.0,1,1,False,6.2166061010848646,6.90875477931522,0.0
88,6,0,1,1,1,99.0,59.833333333333336,4.0,1,1,False,13.815511557963774,15.424948670398354,8.855948534052018
29,20,0,1,1,1,99.0,39.6,4.0,0,1,False,6.90875477931522,8.517393171418904,1.9459101490553132
29,20,0,1,0,2,0.0,43.7,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,6,0,1,0,0,0.0,46.53333333333333,4.0,1,1,False,12.429220196836383,13.3374763699232,6.837332814685591
29,20,0,1,0,2,0.0,20.366666666666667,0.0,1,1,False,0.6931471805599453,1.791759469228055,0.0
67,4,2,1,1,1,59.4,99.53333333333332,4.0,1,1,False,6.553933404025811,8.071843149609158,2.302585092994046
29,3,0,1,1,1,99.0,83.86666666666666,4.0,2,1,False,6.580639137284949,8.101980731853192,2.8903717578961645
29,20,0,1,0,0,99.0,68.5,2.0,1,1,False,9.210440366976517,10.819798284210286,5.44673737166631
29,20,0,0,0,0,99.0,62.86666666666667,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,19,0,1,0,2,39.6,86.66666666666667,0.0,1,1,False,3.955082494888593,5.4116460518550396,0.0
90,6,2,1,0,2,0.0,7.233333333333332,0.0,0,1,False,12.283038316285214,13.864301674514206,0.0
29,20,0,1,1,2,79.2,30.666666666666668,0.0,1,1,False,5.366910158013648,6.9411900550683745,0.0
29,6,0,1,0,2,0.0,53.03333333333333,0.0,1,1,False,0.6931471805599453,1.791759469228055,0.0
29,7,0,1,0,2,39.6,29.766666666666666,3.0,0,1,False,13.321215875492413,14.699278511355924,7.7336835707759
29,5,0,1,0,2,0.0,16.5,1.0,1,1,False,0.6931471805599453,1.791759469228055,0.0
29,20,0,1,0,2,0.0,71.5,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,20,0,1,0,2,59.4,4.1,0.0,1,1,False,3.828641396489095,5.407171771460119,0.0
29,20,0,1,0,2,0.0,50.5,5.0,1,1,False,5.834810737062605,7.246368080102461,1.9459101490553132
29,6,0,1,0,2,99.0,35.333333333333336,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,20,0,1,0,2,99.0,46.86666666666667,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
3,6,2,1,0,0,0.0,18.4,3.0,1,1,True,11.51293546492023,13.122365377402328,7.32052696227274
29,20,0,1,0,0,99.0,121.36666666666666,3.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,20,0,1,1,1,79.2,78.26666666666665,0.0,1,1,False,5.726847747587197,7.115582126184454,0.0
23,4,2,1,0,0,39.6,53.766666666666666,4.0,2,1,False,12.100717685412471,13.304686600863562,6.92461239604856
29,14,0,1,0,2,99.0,56.73333333333333,0.2,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,6,0,1,1,1,99.0,25.966666666666665,4.0,1,1,False,10.819798284210286,11.51293546492023,7.023758954738443
29,6,0,1,0,2,0.0,52.833333333333336,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
90,6,0,1,0,0,59.4,45.0,2.0,2,1,False,11.034905792929415,12.429220196836383,6.1070228877422545
29,20,0,1,0,2,99.0,30.2,4.0,1,1,False,6.90875477931522,8.517393171418904,5.4116460518550396
19,20,1,1,1,1,99.0,58.23333333333333,1.6,1,1,False,6.90875477931522,8.517393171418904,0.0
29,20,0,1,0,2,99.0,52.86666666666667,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,3,0,1,0,2,0.0,47.1,0.0,1,1,True,3.5085558999826545,4.890349128221754,0.0
29,12,0,1,0,2,0.0,53.43333333333333,5.0,1,1,False,2.3978952727983707,3.9318256327243257,2.5649493574615367
29,6,0,1,0,2,99.0,21.1,0.0,1,1,False,5.808142489980444,7.193685818395112,0.0
46,20,0,1,0,0,0.0,72.93333333333332,4.0,1,1,False,13.815511557963774,15.424948670398354,8.721928343047091
29,6,0,1,0,2,0.0,29.866666666666667,0.0,2,1,False,4.61512051684126,6.2166061010848646,0.0
29,6,3,1,1,1,99.0,41.2,4.0,1,1,False,11.51293546492023,13.122365377402328,9.55867059537935
29,20,0,1,0,2,99.0,75.4,3.0,1,1,False,6.274762021241939,7.749753406274437,2.639057329615259
46,17,2,1,0,2,0.0,3.4333333333333327,4.0,1,1,False,9.210440366976517,10.819798284210286,3.295836866004329
34,6,2,1,0,0,0.0,14.8,4.0,1,1,True,11.51293546492023,13.122365377402328,6.839476438228843
29,5,0,1,1,1,99.0,8.566666666666666,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,19,0,1,0,2,79.2,52.86666666666667,5.0,1,1,False,4.007333185232471,5.484796933490655,0.6931471805599453
29,7,0,1,0,2,0.0,29.2,4.0,1,1,False,10.819798284210286,11.51293546492023,6.982862751468942
29,13,0,1,0,2,59.4,69.66666666666667,1.0,1,1,False,4.95723451736914,6.0014148779611505,0.6931471805599453
29,20,0,1,0,2,99.0,27.9,0.0,1,1,False,2.7212954278522306,3.742420221041966,0.0
29,6,0,1,0,2,99.0,58.133333333333326,0.0,1,1,False,3.9318256327243257,4.61512051684126,0.0
29,4,0,1,0,2,0.0,66.36666666666666,1.0,2,1,False,0.6931471805599453,1.791759469228055,0.0
29,17,0,1,1,2,0.0,16.4,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,15,0,1,0,2,99.0,59.7,1.0,1,1,False,5.030437921392435,6.066108090103747,1.0986122886681096
23,6,0,1,0,0,0.0,61.3,4.0,1,1,True,13.815511557963774,15.424948670398354,10.505642716590316
29,7,0,1,0,2,0.0,71.46666666666667,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,3,0,1,0,2,0.0,33.4,0.0,1,1,True,1.791759469228055,2.3978952727983707,0.0
29,20,0,1,0,0,99.0,102.33333333333331,4.0,1,1,False,9.210440366976517,10.819798284210286,4.51085950651685
29,20,0,1,0,2,99.0,66.5,0.0,0,1,False,3.8066624897703196,5.081404364984463,0.0
29,17,0,1,0,2,99.0,52.2,1.2,1,1,False,3.9318256327243257,4.61512051684126,0.0
29,20,0,1,0,2,99.0,38.9,4.0,1,1,False,6.90875477931522,8.517393171418904,4.248495242049359
29,6,0,1,0,2,0.0,110.43333333333334,3.0,1,1,True,6.90875477931522,8.517393171418904,3.044522437723423
29,11,0,0,0,2,0.0,148.26666666666668,3.0,1,1,False,6.2166061010848646,6.90875477931522,2.3978952727983707
29,5,0,1,0,2,99.0,36.266666666666666,0.0,1,1,False,5.0238805208462765,6.0473721790462776,0.0
29,2,0,1,0,0,99.0,80.53333333333333,5.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,3,0,1,0,2,99.0,59.93333333333333,3.0,1,1,True,9.210440366976517,10.819798284210286,0.0
29,12,0,1,0,2,99.0,46.766666666666666,0.0,1,1,False,0.0,0.6931471805599453,0.0
29,12,0,1,0,0,99.0,41.9,0.0,1,1,False,1.791759469228055,2.3978952727983707,0.0
29,0,0,1,0,2,0.0,41.03333333333333,0.0,1,1,False,3.9318256327243257,4.61512051684126,0.0
29,20,0,1,0,2,0.0,73.16666666666667,4.0,1,1,False,9.210440366976517,10.819798284210286,4.59511985013459
86,6,0,1,1,1,99.0,55.86666666666667,3.0,0,1,False,16.118095750958314,17.72753358339242,11.73791531083323
29,20,0,1,1,1,99.0,78.4,4.0,1,1,False,12.742568940017076,14.159100971573958,7.6638772587034705
29,4,0,1,0,2,0.0,28.0,5.0,1,1,False,4.61512051684126,6.2166061010848646,2.0794415416798357
29,12,0,1,1,1,99.0,78.13333333333334,0.0,1,1,False,5.4510384535657,6.976348070447749,0.0
29,20,0,1,1,1,0.0,39.53333333333333,0.0,2,1,False,6.2166061010848646,6.90875477931522,0.0
29,2,0,1,0,2,0.0,48.56666666666667,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,19,0,1,0,2,79.2,37.766666666666666,4.0,0,1,False,6.089044875446846,7.3783837129967145,1.6094379124341003
29,12,0,1,0,2,99.0,17.433333333333334,0.0,1,1,False,0.6931471805599453,1.791759469228055,0.0
29,17,0,1,0,2,0.0,42.833333333333336,4.0,1,1,False,6.2166061010848646,6.90875477931522,2.1972245773362196
29,2,0,1,0,2,0.0,13.9,0.0,1,1,False,0.0,0.6931471805599453,0.0
29,20,0,1,0,2,0.0,72.6,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,6,2,1,0,2,0.0,70.2,3.0,2,1,False,13.122365377402328,13.815511557963774,7.162397497355718
29,4,0,1,0,2,0.0,65.93333333333334,4.0,1,1,False,8.517393171418904,9.210440366976517,4.875197323201151
29,20,0,0,0,2,0.0,123.06666666666666,4.0,1,1,False,6.2166061010848646,6.90875477931522,3.1780538303479458
29,20,0,1,1,2,99.0,24.23333333333333,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,3,0,1,0,2,0.0,33.333333333333336,0.0,1,1,False,1.791759469228055,2.3978952727983707,0.0
34,6,0,1,0,0,99.0,3.6666666666666665,4.0,2,1,False,13.815511557963774,15.424948670398354,10.096460514505221
29,20,0,1,0,2,0.0,79.46666666666667,0.0,2,1,False,4.61512051684126,6.2166061010848646,0.0
29,3,3,1,0,0,0.0,67.6,4.0,1,1,False,13.815511557963774,15.424948670398354,9.382948236582498
29,6,2,1,0,0,0.0,21.73333333333333,0.2,1,1,True,1.791759469228055,2.3978952727983707,0.0
29,20,0,1,0,2,0.0,22.066666666666663,5.0,2,1,False,2.3978952727983707,3.9318256327243257,1.9459101490553132
29,4,0,1,0,2,99.0,74.96666666666667,0.0,0,1,False,4.897839799950911,5.808142489980444,0.0
59,4,2,1,0,0,99.0,104.4,4.0,0,1,True,15.919644834185693,17.529082649058825,11.53310057190686
10,6,0,1,1,1,99.0,1.8333333333333333,3.0,1,1,False,13.122365377402328,13.815511557963774,4.430816798843313
29,19,0,1,0,2,39.6,26.7,5.0,1,1,False,3.7887247890836524,5.365976015021851,0.6931471805599453
41,6,2,1,0,0,99.0,9.23333333333333,4.0,2,1,False,11.51293546492023,13.122365377402328,5.641907070938114
29,17,0,1,0,2,0.0,84.96666666666667,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,20,0,1,0,2,99.0,26.666666666666668,3.0,2,1,False,9.210440366976517,10.819798284210286,3.258096538021482
29,20,0,1,0,2,0.0,78.6,0.0,2,1,False,1.791759469228055,2.3978952727983707,0.0
29,17,0,1,0,2,0.0,32.4,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,7,0,1,1,1,99.0,65.4,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,17,0,1,1,1,99.0,152.76666666666668,4.0,1,1,False,9.210440366976517,10.819798284210286,4.564348191467836
29,16,0,1,0,2,19.8,64.5,0.0,2,1,False,5.493884150092012,7.10002716662926,0.0
29,14,0,1,0,0,0.0,79.36666666666666,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,20,0,1,0,2,0.0,55.46666666666666,1.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,6,0,1,0,2,39.6,57.1,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,17,1,1,1,1,0.0,8.0,4.0,2,1,False,11.51293546492023,13.122365377402328,7.519692404116539
38,6,0,1,0,0,0.0,70.9,3.0,1,1,True,13.122365377402328,13.815511557963774,8.526549286340263
29,4,0,1,0,0,99.0,53.4,0.2,1,1,False,1.791759469228055,2.3978952727983707,0.0
29,6,0,1,0,2,0.0,57.8,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,20,0,1,0,2,99.0,77.56666666666666,5.0,0,1,False,4.290459441148391,5.802118375377063,1.0986122886681096
88,6,0,1,0,2,0.0,70.53333333333333,4.0,0,1,False,13.815511557963774,15.424948670398354,10.380032242325244
29,20,3,1,0,0,0.0,34.2,4.0,1,1,False,9.210440366976517,10.819798284210286,6.082218910376446
29,7,0,1,0,0,99.0,96.3,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,7,0,1,0,2,99.0,92.76666666666664,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,20,0,1,0,2,0.0,74.46666666666667,5.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,20,0,1,0,0,99.0,105.26666666666668,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,20,0,0,0,2,0.0,169.23333333333332,3.0,1,1,False,6.90875477931522,8.517393171418904,2.4849066497880004
54,6,2,1,1,1,0.0,13.9,4.0,2,1,False,13.122365377402328,13.815511557963774,6.834108738813838
29,17,0,1,0,2,0.0,94.4,5.0,1,1,False,3.9318256327243257,4.61512051684126,1.9459101490553132
29,5,0,1,0,2,0.0,38.36666666666667,3.0,1,1,False,6.90875477931522,8.517393171418904,2.3978952727983707
29,17,0,1,0,2,0.0,29.23333333333333,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,19,0,1,0,2,59.4,8.866666666666667,0.0,0,1,False,4.51085950651685,6.042632833682381,0.0
67,6,0,1,1,1,99.0,59.23333333333333,4.0,2,1,True,16.118095750958314,17.72753358339242,11.918297235389232
29,5,0,1,0,2,99.0,67.4,5.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,3,0,1,0,2,0.0,29.8,3.0,1,1,False,6.90875477931522,8.517393171418904,2.70805020110221
29,3,0,1,0,2,0.0,50.23333333333333,4.0,1,1,True,9.210440366976517,10.819798284210286,4.787491742782046
29,6,0,1,0,2,99.0,44.86666666666667,4.0,1,1,False,9.210440366976517,10.819798284210286,4.23410650459726
29,4,0,1,0,2,99.0,93.16666666666669,5.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,20,0,1,0,2,99.0,76.73333333333333,4.0,1,1,False,8.517393171418904,9.210440366976517,3.091042453358316
8,6,0,1,1,1,0.0,22.266666666666666,4.0,1,1,False,13.815511557963774,15.424948670398354,7.995643604287271
29,13,0,1,0,2,59.4,71.26666666666667,0.0,1,1,False,3.1945831322991562,4.74493212836325,0.0
29,20,0,1,0,2,59.4,10.2,0.0,1,1,False,4.146304301152812,5.7430031878094825,0.6931471805599453
29,19,0,1,0,2,99.0,8.766666666666667,0.0,1,1,False,5.497168225293202,7.10085190894405,0.0
29,20,0,1,0,2,99.0,66.7,5.0,1,1,False,4.143134726391533,5.5254529391317835,1.0986122886681096
29,17,0,1,0,2,0.0,80.93333333333332,0.0,1,1,False,0.6931471805599453,2.0794415416798357,0.0
29,7,0,1,0,2,79.2,45.56666666666667,0.0,1,1,False,4.396915247167632,5.996452088619021,0.0
29,20,0,1,0,2,99.0,1.2666666666666666,0.0,2,1,False,2.785011242238338,3.784189633918261,0.0
29,20,0,1,0,0,99.0,73.6,0.0,0,1,False,5.451896454476337,7.0317412587631285,0.0
29,20,2,1,0,2,0.0,16.9,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,20,0,1,0,2,99.0,23.53333333333333,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
69,6,2,1,1,1,99.0,35.766666666666666,3.0,2,1,False,16.118095750958314,17.72753358339242,10.132016576126675
29,7,0,1,0,2,99.0,45.6,5.0,1,1,False,8.732465848349879,10.12667110305036,3.970291913552122
3,6,2,1,1,1,99.0,15.0,4.0,1,1,True,10.819798284210286,11.51293546492023,6.6052979209482015
29,20,0,1,0,2,0.0,57.53333333333333,2.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,5,0,1,0,2,99.0,59.8,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,14,0,1,0,0,99.0,54.5,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,3,0,1,0,2,99.0,44.766666666666666,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,20,0,1,1,2,99.0,71.93333333333334,0.0,1,1,False,3.2268439945173775,4.127134385045092,0.0
59,6,2,1,1,1,99.0,125.3,4.0,0,1,False,16.118095750958314,17.72753358339242,13.262340948703812
29,20,0,1,0,2,0.0,45.46666666666666,1.0,1,1,False,0.6931471805599453,1.791759469228055,0.0
29,6,0,1,0,2,19.8,19.6,0.0,0,1,False,4.143134726391533,5.5254529391317835,0.0
10,6,0,1,0,0,99.0,48.9,4.0,1,1,False,11.51293546492023,13.122365377402328,10.443600096927012
29,20,0,1,0,2,99.0,16.0,0.0,1,1,False,5.5254529391317835,6.431331081933479,1.9459101490553132
29,6,0,1,0,2,0.0,0.8333333333333333,0.0,1,1,False,0.6931471805599453,1.791759469228055,0.0
29,20,0,1,0,2,99.0,36.66666666666666,1.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,4,0,1,0,2,0.0,50.6,4.0,1,1,False,13.815511557963774,15.424948670398354,8.899867211223587
29,3,0,1,0,2,0.0,54.1,4.0,1,1,False,8.517393171418904,9.210440366976517,3.6888794541139363
29,6,0,1,0,2,0.0,39.833333333333336,2.8,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,6,0,1,0,2,79.2,97.86666666666666,0.0,1,1,False,4.762173934797756,5.5254529391317835,0.6931471805599453
29,18,0,1,1,2,39.6,12.966666666666669,0.0,1,1,False,4.736198448394496,5.451896454476337,0.0
29,20,0,1,1,1,99.0,35.3,0.0,1,1,False,3.9318256327243257,4.61512051684126,0.0
29,20,0,1,0,2,0.0,58.266666666666666,4.0,1,1,False,9.210440366976517,10.819798284210286,3.6635616461296463
29,4,0,1,0,2,0.0,48.93333333333333,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,4,0,1,0,2,0.0,57.6,0.0,1,1,False,4.290459441148391,5.4510384535657,0.0
29,3,0,1,0,2,99.0,63.133333333333326,4.0,0,1,True,8.517393171418904,9.210440366976517,3.8066624897703196
29,20,0,1,0,2,39.6,27.066666666666663,0.0,1,1,False,3.1612467120315646,4.736198448394496,0.0
29,20,0,1,1,1,0.0,44.56666666666667,1.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
61,19,0,1,1,1,99.0,75.66666666666667,4.0,1,1,False,12.994532278619134,14.285514812209815,8.240385115516334
29,7,0,1,0,2,99.0,29.866666666666667,1.0,1,1,False,8.764209507142004,10.373522431293592,4.127134385045092
29,3,0,1,0,0,99.0,40.03333333333333,0.0,1,1,False,6.2166061010848646,6.90875477931522,0.0
90,6,0,1,0,0,99.0,84.9,4.0,1,1,True,11.51293546492023,13.122365377402328,8.712595487748722
29,5,0,1,0,2,0.0,44.73333333333333,3.0,1,1,False,10.819798284210286,11.51293546492023,6.502790045915623
29,19,0,1,0,2,0.0,38.133333333333326,0.0,1,1,False,5.459585514144159,7.039660349862076,0.0
46,6,0,1,0,0,99.0,35.96666666666667,4.0,0,1,False,13.487007879880162,15.009433329466965,8.735525185733225
29,19,0,1,0,2,19.8,79.16666666666667,5.0,1,1,False,5.093750200806762,6.236369590203704,0.6931471805599453
29,20,0,1,1,1,99.0,91.9,1.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,4,0,1,1,1,99.0,23.23333333333333,0.0,2,1,False,4.836281906951478,5.777652323222656,0.0
29,20,0,1,0,2,0.0,85.76666666666665,3.0,1,1,False,6.90875477931522,8.517393171418904,0.0
29,15,0,1,0,2,99.0,71.93333333333334,0.0,0,1,False,1.7227665977411035,3.1780538303479458,0.0
29,16,0,1,0,2,0.0,79.3,0.0,1,1,True,3.5610460826040513,4.955827057601261,0.0
29,6,0,1,0,2,19.8,36.1,0.0,1,1,False,3.8501476017100584,5.442417710521793,0.0
29,4,0,1,0,2,0.0,45.333333333333336,0.0,1,1,False,4.007333185232471,5.484796933490655,0.0
29,6,0,1,0,0,99.0,130.3,1.0,1,1,False,13.815511557963774,15.424948670398354,9.832098956448474
74,6,0,1,1,1,99.0,127.1,4.0,2,1,False,16.118095750958314,17.72753358339242,12.521747975008497
29,20,0,1,0,2,0.0,35.166666666666664,0.0,1,1,False,3.9740583963475986,5.44673737166631,0.0
29,15,0,1,0,2,59.4,49.86666666666667,0.0,1,1,False,4.674696248636701,5.44673737166631,0.0
83,6,2,1,0,0,99.0,2.6333333333333333,5.0,1,1,True,8.867990898182093,10.379752786950895,1.0986122886681096
29,6,0,1,0,2,0.0,57.7,5.0,1,1,False,4.61512051684126,6.2166061010848646,2.5649493574615367
29,7,0,1,1,1,99.0,9.2,0.0,1,1,False,2.3978952727983707,3.9318256327243257,0.0
29,17,0,1,0,2,0.0,36.56666666666667,3.0,1,1,False,6.90875477931522,8.517393171418904,2.639057329615259
29,20,0,1,0,2,0.0,81.3,0.0,1,1,False,4.61512051684126,6.2166061010848646,0.0
29,20,0,1,0,2,0.0,51.46666666666666,4.0,1,1,False,6.90875477931522,8.517393171418904,2.302585092994046
29,11,0,1,0,2,0.0,121.5,4.0,1,1,False,6.90875477931522,8.517393171418904,2.1972245773362196
65,6,0,1,0,0,39.6,11.6,3.0,1,1,False,11.931642378754141,12.971542813248437,6.148468295917647
29,5,0,1,0,2,39.6,149.1,5.0,1,1,False,3.6109179126442243,5.017279836814924,0.6931471805599453
29,6,0,1,0,2,0.0,11.866666666666667,0.2,1,1,False,6.90875477931522,8.517393171418904,0.0
68,6,2,1,1,1,99.0,66.43333333333334,4.0,1,1,False,16.118095750958314,17.72753358339242,12.258138391500168
29,20,0,1,0,2,39.6,41.0,0.0,1,1,False,4.68213122712422,5.4510384535657,0.0
29,20,0,1,0,2,0.0,49.833333333333336,5.0,2,1,False,6.90875477931522,8.517393171418904,1.9459101490553132
29,6,0,0,0,0,0.0,141.06666666666666,4.0,1,1,False,6.2166061010848646,6.90875477931522,3.367295829986474
